,Unlabeled_EA
805,5.591969127416055
806,5.563626768733241
807,4.269229910522692
808,5.102329844787028
809,5.342459711545266
810,5.068809749742872
811,6.171726893351345
812,5.405441628033916
813,5.323949187112473
814,5.599831682897301
815,5.407559295814958
816,4.292547471096281
817,4.1734244050057665
818,4.618235047888047
819,4.324312782587021
820,5.101022074656934
821,5.97481586483777
822,4.5089453948530025
823,5.349584165211781
824,5.747880722931852
825,5.460357411846627
826,5.034342071430361
827,4.686581090025602
828,5.230416786986951
829,4.7374768146833945
830,4.4529911596629965
831,4.808238142342263
832,4.7959892140224625
833,5.696599226638367
834,5.6659104854145985
835,5.745515278809553
836,5.424270159636548
837,5.428883208382721
838,6.557891403210857
839,4.824337479822325
840,5.563784157956136
841,4.333364050220052
842,4.6432488959232945
843,5.352512542446242
844,5.7365123040507076
845,4.753131525962204
846,4.8479498758322785
847,4.5693805217378305
848,4.917478353948618
849,4.908662094917858
850,4.78495162218241
851,5.083895555647317
852,4.83586029268347
853,6.384238897092972
854,5.460854965367248
855,5.751674155250707
856,6.136641256846715
857,5.3598356272406615
858,5.345182738746447
859,5.24788354015023
860,5.819284818681289
861,5.869023579346034
862,5.956907225352081
863,4.969297409507467
864,4.546059292358963
865,4.62618584214381
866,4.577040497512631
867,5.010837422245673
868,6.386559381365079
869,4.900403540842002
870,5.3537437619700405
871,5.5611228034850955
872,5.62301999969843
873,5.46388866501911
874,5.448806105815135
875,5.4361160917461495
876,5.568572151457105
877,5.486019352202776
878,5.59766934944377
879,5.4381561788379305
880,5.3864607398418585
881,5.053494320795599
882,5.4349238454624915
883,6.397649411057194
884,5.365459012527084
885,6.747309875699912
886,5.987179822629713
887,4.106728496140609
888,5.922736128465869
889,4.452821559977775
890,4.592332519302479
891,4.892913278586539
892,4.185052494862598
893,4.618267746638185
894,4.7900174257642
895,5.798436688811928
896,4.632798981783473
897,4.860231608064268
898,4.654545679330347
899,4.874158189434724
900,5.94344517519837
901,5.942875749367139
902,4.161706772439689
903,3.9791581105617198
904,4.16241719757285
905,5.19348266049357
906,4.21624279421726
907,4.449957895768619
908,5.815644348762525
909,4.344885582259762
910,4.04545109107629
911,4.2702834078357155
912,4.643762451838226
913,5.9526747908292075
914,4.703283769988627
915,4.842953883797964
916,4.328891642395788
917,4.386493950302333
918,4.971945129444721
919,4.954496005731262
920,4.759227956924465
921,5.399522383083003
922,4.776302683909672
923,5.0988001813236234
924,5.224082838639788
925,5.446119526202312
926,6.518751657503284
927,5.852244015837265
928,5.197889121144162
929,5.269540041434618
930,4.9013098600445195
931,5.06126533896403
932,5.2760020522119815
933,6.251449872866323
934,4.4745447638219735
935,6.353550620451837
936,5.915419729476161
937,5.0559014206445845
938,5.856597314009554
939,5.121407552676707
940,4.683548271218951
941,4.434807916986511
942,4.745199074609884
943,4.320672376536564
944,5.032102187808452
945,4.463767221030028
946,4.271584387292116
947,6.274471819640133
948,4.6288730033285255
949,4.487086259386818
950,4.224391356021882
951,4.049562938846824
952,4.411913903465542
953,4.65787716148466
954,4.3193239027211074
955,4.465060500547422
956,4.793558902715894
957,4.689730364512194
958,4.073740929793945
959,4.253557689338992
960,4.830292824443839
961,4.425298363034698
962,4.4926620013290695
963,5.194795361836719
964,5.333521957470769
965,5.323222211904127
966,4.588449992058123
967,4.870374643399724
968,4.545107877231347
969,5.136185982438061
970,5.215322476149702
971,5.245605119029079
972,3.5982391949507146
973,4.21749888205788
974,5.397818950775014
975,4.874517982862323
976,4.748813865959662
977,5.155347055321098
978,5.356857707104027
979,5.601317328745205
980,6.342460030167746
981,4.4497648057484
982,4.933177263840195
983,4.892390719189423
984,5.022777291914566
985,5.2755171425418155
986,5.34284147992813
987,5.846274232124577
988,4.92210416419077
989,5.1760305085042555
990,5.580626139354843
991,6.132422119519012
992,4.059565557995525
993,5.732109871396455
994,4.708574238324253
995,5.249464154496501
996,5.124640396824996
997,5.324327655631767
998,5.391456756278836
999,5.699353741440701
1000,4.204744034377519
1001,4.5515109386975094
1002,4.885865896169537
1003,4.987928873438313
1004,5.008768588615065
1005,4.564131724756967
1006,4.9029343607333855
1007,5.15257713794728
1008,4.116357353241466
1009,3.6466363386763483
1010,4.142819489920373
1011,3.900585432066123
1012,5.301394391682166
1013,5.3505601300077235
1014,5.949663165950787
1015,4.54917321225319
1016,5.32357416442707
1017,5.469148749049777
1018,5.351157018530928
1019,4.670406599578216
1020,4.502756718849699
1021,5.032947021336114
1022,4.655479425943882
1023,6.501011745083116
1024,4.190304845348855
1025,4.315866250915278
1026,5.409407881397271
1027,4.931788699825604
1028,5.249457054599743
1029,5.462354365830456
1030,6.103586156046424
1031,6.444390813269986
1032,4.471640391603427
1033,4.57909802657731
1034,5.6947285683468944
1035,4.975855328798269
1036,5.448050658543936
1037,5.411310323143813
1038,5.603396328616752
1039,3.7296266178230617
1040,5.240818831627695
1041,5.384488453912444
1042,4.855580198006876
1043,5.349626811000369
1044,5.379811179936416
1045,4.088486932239578
1046,5.1880102782589335
1047,4.402042095047467
1048,5.31492838899935
1049,4.832901785842116
1050,4.901909519264169
1051,5.407713821876638
1052,4.722403872558407
1053,4.941624848173488
1054,4.60989144967896
1055,4.057697399634838
1056,5.2723331561294895
1057,3.9078882046674535
1058,3.6975123316206933
1059,4.277681729150353
1060,6.078663512865086
1061,5.481245108592502
1062,5.603005309768405
1063,5.843135726070596
1064,6.678425864211335
1065,5.084200682869823
1066,5.518970405523183
1067,5.601089559602325
1068,5.586432144925286
1069,5.679139604389352
1070,5.643803762295969
1071,3.7155197221309466
1072,5.3190568718249995
1073,5.409041292366059
1074,4.879270298720371
1075,5.524858050088915
1076,5.345652522549703
1077,5.491139132220526
1078,4.992051180566447
1079,4.632052957171509
1080,4.589312370286737
1081,5.487021126501616
1082,4.559265906281306
1083,4.299845779257498
1084,4.93887642793618
1085,5.1204897652678
1086,5.580548055145118
1087,6.0623728672337425
1088,6.058465569769659
1089,5.290495761198607
1090,4.7003526993254585
1091,4.970711679317019
1092,5.154061319291966
1093,4.564473530294951
1094,4.281148118743712
1095,5.184784860666265
1096,3.9608757500869674
1097,4.282524388760368
1098,5.2988471021472305
1099,6.0338675315219445
1100,6.095907732466416
1101,5.588002828313384
1102,5.133838478863885
1103,4.102563030376487
1104,5.527613162472959
1105,5.43220389947448
1106,6.210601902442525
1107,5.243825227170818
1108,5.153721395131742
1109,5.187153382007816
1110,5.650973041170519
1111,3.845194648911442
1112,5.227302455628014
1113,4.233230510836778
1114,5.39116294850227
1115,5.8971266346473445
1116,4.840874115349368
1117,4.722683127903921
1118,5.1232102574065665
1119,5.38035052385934
1120,5.633359039926099
1121,6.376792828480829
1122,5.383239536387214
1123,5.05676021089869
1124,4.967465383761672
1125,5.185780040092476
1126,4.822989873446355
1127,4.833127687413334
1128,5.08706063230005
1129,5.718947227273845
1130,4.666476251510362
1131,4.269039990160535
1132,4.515251225490901
1133,4.956380679010569
1134,4.956958740917235
1135,5.361761384722406
1136,4.633043284130019
1137,4.982242678184897
1138,5.06610164116031
1139,4.541274704691523
1140,4.623830768836513
1141,4.843941293218849
1142,4.734179036021045
1143,3.992648195152648
1144,4.150229608317362
1145,5.405754771016959
1146,5.7956135683474805
1147,4.945825691567201
1148,5.102908783156127
1149,4.97681601312356
1150,5.177180036750026
1151,5.6162520793849735
1152,4.951332334991915
1153,5.874391135583072
1154,4.145728423255082
1155,4.409305784648764
1156,6.065660524356106
1157,4.667777052340396
1158,4.24550249688631
1159,4.456154487186244
1160,4.2065379021450635
1161,4.3256726993083126
1162,4.5443554082546616
1163,5.848009711098043
1164,5.948513641375776
1165,5.765419508377511
1166,5.863005589407936
1167,5.048070973180247
1168,4.8546515761704105
1169,4.927680430677669
1170,5.174074787007693
1171,5.235077242048228
1172,4.987390175950982
1173,4.512821485018811
1174,4.048302985053443
1175,4.359049920669778
1176,4.780513058881276
1177,5.166142738510375
1178,5.5058058167812085
1179,4.176958567754231
1180,4.654415467050396
1181,5.774785778427542
1182,4.621959107935718
1183,6.050624395940121
1184,3.767570221098615
1185,4.024246689589998
1186,4.79335903074677
1187,4.982060775154525
1188,4.575062427765074
1189,6.079273392459469
1190,4.788343569530624
1191,4.578708330015937
1192,5.064430841394214
1193,6.230966172474544
1194,5.870254817551223
1195,4.768134964165973
1196,5.593173811175922
1197,6.066184038184945
1198,4.4447488001992035
1199,4.518836885663846
1200,5.370623040528774
1201,5.82108371912341
1202,3.843252150991254
1203,3.826616551483365
1204,4.039323206191526
1205,4.046662140971783
1206,5.540593866058362
1207,4.079436811967135
1208,4.180555494889515
1209,4.4184577485847285
1210,4.0726391026529996
1211,5.512240703666833
1212,4.491278020100999
1213,4.111294767266446
1214,4.089756322475324
1215,4.014549822928256
1216,4.038831571842005
1217,4.204463436970878
1218,4.403605268715124
1219,3.557405000388008
1220,4.5179573997564875
1221,6.309834711586074
1222,3.5732892776899003
1223,3.740258893277012
1224,4.183765936551642
1225,3.873804760928288
1226,3.967123577945795
1227,4.075020237744406
1228,5.873049916382495
1229,4.708195974735951
1230,5.375513961864418
1231,4.464595401839279
1232,4.126696033543484
1233,4.784645388868832
1234,4.1332580753875705
1235,5.983497343664793
1236,4.587866129261477
1237,4.735061374506616
1238,4.2416549296846755
1239,4.244607654994925
1240,4.30225216821125
1241,4.106264625049909
1242,4.045945316132109
1243,4.920154155243448
1244,3.9487698420015622
1245,5.970053751988765
1246,5.135773290742082
1247,4.153609533924304
1248,4.997443983933826
1249,4.632079553291296
1250,6.353763062922057
1251,4.38982045906971
1252,4.549011009412647
1253,4.570143701771509
1254,5.067025169971422
1255,4.719112803457437
1256,6.086421487801423
1257,5.169937075446063
1258,4.9228596820044
1259,4.6779888656708986
1260,4.887326285432392
1261,4.397404150265541
1262,4.584324901223208
1263,6.4819106447980195
1264,5.723472738161083
1265,5.7267374283220915
1266,3.845717004728349
1267,4.044969845841164
1268,5.65123141571393
1269,4.302350333257719
1270,4.0622446728782124
1271,5.827765174780126
1272,4.238598443881405
1273,5.860218275353526
1274,4.980557865289042
1275,4.6388901838327286
1276,4.409722468667056
1277,4.638642513024533
1278,4.432020537587826
1279,5.5691529592805695
1280,4.519094982643375
1281,4.570230937185985
1282,4.673614193220678
1283,4.554442045192515
1284,5.033567111982474
1285,4.685714278411859
1286,4.692023191378796
1287,4.502471621454361
1288,4.374157745660557
1289,6.646356568726423
1290,5.889538336094148
1291,4.355878169235325
1292,6.0903611113834355
1293,5.05202934489606
1294,4.975773161680962
1295,4.759911872264184
1296,4.972005652762189
1297,4.841785418600929
1298,4.81208313339416
1299,5.890036649180783
1300,5.068632615961829
1301,5.281654460311212
1302,4.604341603096779
1303,4.8273616922645886
1304,4.430784841354421
1305,4.3372808968343985
1306,6.228552434666311
1307,5.782794756074228
1308,4.016070274921629
1309,4.273899672007517
1310,4.410458931177337
1311,4.292700108086476
1312,5.56220524164356
1313,4.376527338719308
1314,4.239378890734028
1315,4.483623720925108
1316,5.192809592918056
1317,5.688085970803838
1318,3.858765149579755
1319,3.7017265454231847
1320,4.262036976945032
1321,5.2289600903615225
1322,4.189632378707359
1323,3.9876297131135994
1324,5.070124144098724
1325,6.032767799256994
1326,5.190671797927973
1327,4.315884717561482
1328,4.957161484157704
1329,5.606589357548142
1330,6.054168542001168
1331,5.4352830809593895
1332,5.562760621980654
1333,5.483711837362951
1334,4.41446068759355
1335,5.836085914139309
1336,4.507623497163851
1337,5.211378782633146
1338,5.713311770510044
1339,5.063855929812111
1340,4.299717933708912
1341,4.5243186428199635
1342,5.02894195445797
1343,4.756569560842754
1344,6.420467568229785
1345,4.499563866192804
1346,4.699060025505216
1347,4.460001581224928
1348,4.59855711144029
1349,4.799415547489832
1350,4.745049819709858
1351,4.159713591297717
1352,5.209369876876063
1353,5.555143069338486
1354,3.8718928114207634
1355,4.249459548524555
1356,3.592244481894526
1357,4.006847343034291
1358,4.020169905395471
1359,5.228146028198934
1360,3.927174357931639
1361,4.352735452250703
1362,4.841919634595993
1363,5.5428587674431276
1364,4.539328758970457
1365,4.271653226680608
1366,4.818293188331918
1367,5.304126598550265
1368,4.8367875794337625
1369,5.115384912914967
1370,4.512506996492159
1371,5.38363162625966
1372,5.25312399091057
1373,4.487263655913806
1374,5.337703734558863
1375,5.352309013417553
1376,4.735318734978569
1377,4.389591638930741
1378,4.208547561451481
1379,4.407315718400861
1380,4.304339917923085
1381,4.9503356908977825
1382,5.395476031766892
1383,5.253392547226241
1384,4.977968522089316
1385,5.378962036749838
1386,5.350084038394615
1387,5.13571302455001
1388,4.2182470563545795
1389,4.380769211146147
1390,4.463728511698028
1391,4.632084190038201
1392,4.65744225939297
1393,5.945650813308448
1394,4.880405180514311
1395,5.422019383311245
1396,4.940994007390831
1397,4.3176994196596095
1398,4.477024957944556
1399,5.200647724333521
1400,4.495595952845526
1401,5.261956014114964
1402,4.941133045235887
1403,4.580057646341303
1404,6.213401607919248
1405,5.093132488183359
1406,6.4811179824961815
1407,5.1013816322252925
1408,5.041819181624348
1409,4.389463419498728
1410,4.831438209179204
1411,5.070675654592203
1412,4.065555106104674
1413,3.9742248072806925
1414,4.258159784963924
1415,4.13210918314715
1416,4.189119977622206
1417,4.554203256319704
1418,5.384151510195222
1419,5.369810855086599
1420,3.9460041685817746
1421,4.609985328120349
1422,4.634061434364514
1423,4.600796897788057
1424,5.533651922814017
1425,5.286790233035124
1426,5.332824837161445
1427,5.331694709365682
1428,4.778634029148296
1429,5.418674798227859
1430,6.233522454985909
1431,5.178307710315714
1432,5.258103691447925
1433,6.211033895734417
1434,4.1191446308876225
1435,4.185132312746236
1436,5.391223022944142
1437,5.674021434655688
1438,5.087841216314249
1439,5.012066966777846
1440,5.145986193089226
1441,5.034018675733843
1442,3.8873802418459027
1443,4.086973057229004
1444,3.9679018162891806
1445,6.170327168943414
1446,5.927185199661633
1447,6.174145047977789
1448,5.645025851706136
1449,6.077950088872849
1450,5.955489928919163
1451,4.620920843654298
1452,3.602059755806107
1453,3.946906992257305
1454,3.6512634123544023
1455,3.198210388785242
1456,3.899487022605741
1457,6.0645803752611025
1458,6.031383078019417
1459,6.2085549517212675
1460,5.864250562776803
1461,6.027201084915159
1462,5.977020892149172
1463,6.064831294849545
1464,6.139577638118375
1465,6.316921858290869
1466,6.372177783281604
1467,6.202886450763262
1468,5.954388360182216
1469,6.057443397924718
1470,6.148243377770728
1471,6.227569863250635
1472,5.1767285271974215
1473,3.923544902210442
1474,4.636387152095019
1475,4.270413466893219
1476,3.575109261308537
1477,5.234586880907421
1478,4.49245334911712
1479,4.266908065741682
1480,4.511143185186338
1481,5.575574535204025
1482,5.759766453706223
1483,5.451101543192688
1484,4.534114149359613
1485,4.7064445385405245
1486,4.730250159884746
1487,4.574689696290478
1488,5.903011078059813
1489,6.18278605946212
1490,5.628183205910952
1491,6.015861261177437
1492,6.195163836277175
1493,6.1295870075379595
1494,5.49633900195973
1495,5.617408680135139
1496,5.382238151722858
1497,5.194379804455007
1498,5.077056584098517
1499,6.784606349902526
1500,6.050828299377512
1501,6.007582064087851
1502,6.511085096190195
1503,6.3289433442853325
1504,4.956534685609528
1505,3.983206917373658
1506,4.095369605341185
1507,3.939227455091963
1508,4.436432396717651
1509,4.173777920814
1510,4.513412329212478
1511,4.8538092914717845
1512,3.6955652323567207
1513,3.9550497289825
1514,3.5688757416471413
1515,4.356133721279581
1516,5.078980623320376
1517,5.2141863155792665
1518,4.060407387559987
1519,4.368476669192061
1520,4.084912227864462
1521,4.379675106827613
1522,4.9083937247325835
1523,5.275695266156477
1524,5.1717090793416345
1525,5.256384309873151
1526,5.028774003514443
1527,5.179645217245488
1528,4.393655541946867
1529,4.610413708186469
1530,4.497233913545517
1531,5.242644357105401
1532,5.2089416821737435
1533,4.031270607769442
1534,3.8981400422415726
1535,4.170856741045374
1536,4.148139479016427
1537,5.004724048838423
1538,5.120052384622447
1539,4.315718271531976
1540,4.180311984910956
1541,4.245754473925295
1542,5.403997179470195
1543,5.559936582738147
1544,5.34009712755524
1545,5.001294993375214
1546,4.98974006099919
1547,5.570426070356521
1548,4.947481015747479
1549,5.472198280546323
1550,5.563590759611129
1551,5.886613768183668
1552,5.291177099856053
1553,4.356511838589045
1554,4.561011143477661
1555,5.956427163083365
1556,5.792353705434399
1557,6.0600013306572516
1558,5.4769703900598525
1559,5.926885295904087
1560,5.896618936820007
1561,4.407393714384583
1562,4.478290469542139
1563,4.547487214878833
1564,4.1471527225888725
1565,4.2988423275956285
1566,5.315907196471767
1567,5.357320785007266
1568,5.343409632257012
1569,4.643766149664676
1570,5.421472666496949
1571,4.0628692683409
1572,4.659527799564687
1573,5.535708744006269
1574,5.8971288912547495
1575,4.5764517706499594
1576,4.587622796696997
1577,5.107023165493293
1578,4.194540856727054
1579,4.090557433497547
1580,3.531301735247527
1581,4.499736048277089
